Area,Latitude,Longitude,Date,Temperature_C
Dubai,25.2048,55.2708,2024-05-10,27.68
Dubai,25.2048,55.2708,2024-05-11,27.91
Dubai,25.2048,55.2708,2024-05-12,29.7
Dubai,25.2048,55.2708,2024-05-13,31.68
Dubai,25.2048,55.2708,2024-05-14,32.09
Dubai,25.2048,55.2708,2024-05-15,32.36
Dubai,25.2048,55.2708,2024-05-16,32.16
Dubai,25.2048,55.2708,2024-05-17,31.96
Dubai,25.2048,55.2708,2024-05-18,31.67
Dubai,25.2048,55.2708,2024-05-19,30.08
Dubai,25.2048,55.2708,2024-05-20,29.3
Dubai,25.2048,55.2708,2024-05-21,29.73
Dubai,25.2048,55.2708,2024-05-22,31.27
Dubai,25.2048,55.2708,2024-05-23,31.71
Dubai,25.2048,55.2708,2024-05-24,31.05
Dubai,25.2048,55.2708,2024-05-25,30.51
Dubai,25.2048,55.2708,2024-05-26,32.17
Dubai,25.2048,55.2708,2024-05-27,32.62
Dubai,25.2048,55.2708,2024-05-28,31.8
Dubai,25.2048,55.2708,2024-05-29,31.92
Dubai,25.2048,55.2708,2024-05-30,32.58
Dubai,25.2048,55.2708,2024-05-31,33.83
Dubai,25.2048,55.2708,2024-06-01,33.89
Dubai,25.2048,55.2708,2024-06-02,33.1
Dubai,25.2048,55.2708,2024-06-03,32.49
Dubai,25.2048,55.2708,2024-06-04,32.62
Dubai,25.2048,55.2708,2024-06-05,32.56
Dubai,25.2048,55.2708,2024-06-06,33.11
Dubai,25.2048,55.2708,2024-06-07,33.45
Dubai,25.2048,55.2708,2024-06-08,34.01
Dubai,25.2048,55.2708,2024-06-09,35.11
Dubai,25.2048,55.2708,2024-06-10,35.23
Dubai,25.2048,55.2708,2024-06-11,34.48
Dubai,25.2048,55.2708,2024-06-12,34.04
Dubai,25.2048,55.2708,2024-06-13,33.89
Dubai,25.2048,55.2708,2024-06-14,33.04
Dubai,25.2048,55.2708,2024-06-15,34.14
Dubai,25.2048,55.2708,2024-06-16,35.25
Dubai,25.2048,55.2708,2024-06-17,34.82
Dubai,25.2048,55.2708,2024-06-18,34.89
Dubai,25.2048,55.2708,2024-06-19,35.02
Dubai,25.2048,55.2708,2024-06-20,35.07
Dubai,25.2048,55.2708,2024-06-21,35.66
Dubai,25.2048,55.2708,2024-06-22,35.84
Dubai,25.2048,55.2708,2024-06-23,36.7
Dubai,25.2048,55.2708,2024-06-24,36.04
Dubai,25.2048,55.2708,2024-06-25,35.41
Dubai,25.2048,55.2708,2024-06-26,34.88
Dubai,25.2048,55.2708,2024-06-27,35.31
Dubai,25.2048,55.2708,2024-06-28,34.61
Dubai,25.2048,55.2708,2024-06-29,35.02
Dubai,25.2048,55.2708,2024-06-30,35.32
Dubai,25.2048,55.2708,2024-07-01,34.78
Dubai,25.2048,55.2708,2024-07-02,35.59
Dubai,25.2048,55.2708,2024-07-03,34.75
Dubai,25.2048,55.2708,2024-07-04,34.9
Dubai,25.2048,55.2708,2024-07-05,34.31
Dubai,25.2048,55.2708,2024-07-06,35.5
Dubai,25.2048,55.2708,2024-07-07,36.37
Dubai,25.2048,55.2708,2024-07-08,35.99
Dubai,25.2048,55.2708,2024-07-09,37.8
Dubai,25.2048,55.2708,2024-07-10,37.04
Dubai,25.2048,55.2708,2024-07-11,36.72
Dubai,25.2048,55.2708,2024-07-12,35.6
Dubai,25.2048,55.2708,2024-07-13,35.97
Dubai,25.2048,55.2708,2024-07-14,35.76
Dubai,25.2048,55.2708,2024-07-15,35.82
Dubai,25.2048,55.2708,2024-07-16,37.15
Dubai,25.2048,55.2708,2024-07-17,37.19
Dubai,25.2048,55.2708,2024-07-18,36.96
Dubai,25.2048,55.2708,2024-07-19,35.66
Dubai,25.2048,55.2708,2024-07-20,35.5
Dubai,25.2048,55.2708,2024-07-21,35.62
Dubai,25.2048,55.2708,2024-07-22,35.25
Dubai,25.2048,55.2708,2024-07-23,35.77
Dubai,25.2048,55.2708,2024-07-24,36.28
Dubai,25.2048,55.2708,2024-07-25,36.16
Dubai,25.2048,55.2708,2024-07-26,36.5
Dubai,25.2048,55.2708,2024-07-27,36.17
Dubai,25.2048,55.2708,2024-07-28,35.66
Dubai,25.2048,55.2708,2024-07-29,35.13
Dubai,25.2048,55.2708,2024-07-30,36.79
Dubai,25.2048,55.2708,2024-07-31,37.72
Dubai,25.2048,55.2708,2024-08-01,36.75
Dubai,25.2048,55.2708,2024-08-02,34.95
Dubai,25.2048,55.2708,2024-08-03,35.4
Dubai,25.2048,55.2708,2024-08-04,33.72
Dubai,25.2048,55.2708,2024-08-05,35.6
Dubai,25.2048,55.2708,2024-08-06,34.28
Dubai,25.2048,55.2708,2024-08-07,35.44
Dubai,25.2048,55.2708,2024-08-08,36.22
Dubai,25.2048,55.2708,2024-08-09,36.66
Dubai,25.2048,55.2708,2024-08-10,35.8
Dubai,25.2048,55.2708,2024-08-11,36.13
Dubai,25.2048,55.2708,2024-08-12,36.92
Dubai,25.2048,55.2708,2024-08-13,37.11
Dubai,25.2048,55.2708,2024-08-14,36.76
Dubai,25.2048,55.2708,2024-08-15,36.94
Dubai,25.2048,55.2708,2024-08-16,35.93
Dubai,25.2048,55.2708,2024-08-17,36.36
Dubai,25.2048,55.2708,2024-08-18,35.21
Dubai,25.2048,55.2708,2024-08-19,35.29
Dubai,25.2048,55.2708,2024-08-20,35.35
Dubai,25.2048,55.2708,2024-08-21,33.72
Dubai,25.2048,55.2708,2024-08-22,34.13
Dubai,25.2048,55.2708,2024-08-23,34.99
Dubai,25.2048,55.2708,2024-08-24,35.52
Dubai,25.2048,55.2708,2024-08-25,35.66
Dubai,25.2048,55.2708,2024-08-26,35.0
Dubai,25.2048,55.2708,2024-08-27,34.47
Dubai,25.2048,55.2708,2024-08-28,35.05
Dubai,25.2048,55.2708,2024-08-29,34.63
Dubai,25.2048,55.2708,2024-08-30,33.88
Dubai,25.2048,55.2708,2024-08-31,35.84
Dubai,25.2048,55.2708,2024-09-01,34.7
Dubai,25.2048,55.2708,2024-09-02,34.36
Dubai,25.2048,55.2708,2024-09-03,35.16
Dubai,25.2048,55.2708,2024-09-04,34.01
Dubai,25.2048,55.2708,2024-09-05,34.34
Dubai,25.2048,55.2708,2024-09-06,33.42
Dubai,25.2048,55.2708,2024-09-07,33.85
Dubai,25.2048,55.2708,2024-09-08,34.78
Dubai,25.2048,55.2708,2024-09-09,34.06
Dubai,25.2048,55.2708,2024-09-10,33.52
Dubai,25.2048,55.2708,2024-09-11,34.71
Dubai,25.2048,55.2708,2024-09-12,34.12
Dubai,25.2048,55.2708,2024-09-13,33.88
Dubai,25.2048,55.2708,2024-09-14,33.32
Dubai,25.2048,55.2708,2024-09-15,33.67
Dubai,25.2048,55.2708,2024-09-16,33.61
Dubai,25.2048,55.2708,2024-09-17,33.22
Dubai,25.2048,55.2708,2024-09-18,33.01
Dubai,25.2048,55.2708,2024-09-19,33.02
Dubai,25.2048,55.2708,2024-09-20,32.76
Dubai,25.2048,55.2708,2024-09-21,33.83
Dubai,25.2048,55.2708,2024-09-22,34.56
Dubai,25.2048,55.2708,2024-09-23,34.05
Dubai,25.2048,55.2708,2024-09-24,33.61
Dubai,25.2048,55.2708,2024-09-25,33.6
Dubai,25.2048,55.2708,2024-09-26,33.31
Dubai,25.2048,55.2708,2024-09-27,32.73
Dubai,25.2048,55.2708,2024-09-28,33.03
Dubai,25.2048,55.2708,2024-09-29,33.62
Dubai,25.2048,55.2708,2024-09-30,33.8
Dubai,25.2048,55.2708,2024-10-01,33.37
Dubai,25.2048,55.2708,2024-10-02,33.81
Dubai,25.2048,55.2708,2024-10-03,33.46
Dubai,25.2048,55.2708,2024-10-04,33.06
Dubai,25.2048,55.2708,2024-10-05,32.13
Dubai,25.2048,55.2708,2024-10-06,31.94
Dubai,25.2048,55.2708,2024-10-07,33.02
Dubai,25.2048,55.2708,2024-10-08,33.1
Dubai,25.2048,55.2708,2024-10-09,31.85
Dubai,25.2048,55.2708,2024-10-10,32.04
Dubai,25.2048,55.2708,2024-10-11,32.0
Dubai,25.2048,55.2708,2024-10-12,32.1
Dubai,25.2048,55.2708,2024-10-13,31.71
Dubai,25.2048,55.2708,2024-10-14,32.47
Dubai,25.2048,55.2708,2024-10-15,31.7
Dubai,25.2048,55.2708,2024-10-16,31.28
Dubai,25.2048,55.2708,2024-10-17,31.03
Dubai,25.2048,55.2708,2024-10-18,31.95
Dubai,25.2048,55.2708,2024-10-19,32.39
Dubai,25.2048,55.2708,2024-10-20,31.95
Dubai,25.2048,55.2708,2024-10-21,31.55
Dubai,25.2048,55.2708,2024-10-22,31.43
Dubai,25.2048,55.2708,2024-10-23,31.78
Dubai,25.2048,55.2708,2024-10-24,32.2
Dubai,25.2048,55.2708,2024-10-25,31.45
Dubai,25.2048,55.2708,2024-10-26,31.28
Dubai,25.2048,55.2708,2024-10-27,31.08
Dubai,25.2048,55.2708,2024-10-28,30.28
Dubai,25.2048,55.2708,2024-10-29,29.61
Dubai,25.2048,55.2708,2024-10-30,29.31
Dubai,25.2048,55.2708,2024-10-31,29.92
Dubai,25.2048,55.2708,2024-11-01,29.44
Dubai,25.2048,55.2708,2024-11-02,29.4
Dubai,25.2048,55.2708,2024-11-03,28.99
Dubai,25.2048,55.2708,2024-11-04,29.09
Dubai,25.2048,55.2708,2024-11-05,29.61
Dubai,25.2048,55.2708,2024-11-06,30.13
Dubai,25.2048,55.2708,2024-11-07,29.25
Dubai,25.2048,55.2708,2024-11-08,28.59
Dubai,25.2048,55.2708,2024-11-09,28.11
Dubai,25.2048,55.2708,2024-11-10,28.83
Dubai,25.2048,55.2708,2024-11-11,29.35
Dubai,25.2048,55.2708,2024-11-12,29.08
Dubai,25.2048,55.2708,2024-11-13,28.76
Dubai,25.2048,55.2708,2024-11-14,29.06
Dubai,25.2048,55.2708,2024-11-15,28.24
Dubai,25.2048,55.2708,2024-11-16,27.29
Dubai,25.2048,55.2708,2024-11-17,27.69
Dubai,25.2048,55.2708,2024-11-18,27.32
Dubai,25.2048,55.2708,2024-11-19,26.95
Dubai,25.2048,55.2708,2024-11-20,27.25
Dubai,25.2048,55.2708,2024-11-21,26.48
Dubai,25.2048,55.2708,2024-11-22,27.34
Dubai,25.2048,55.2708,2024-11-23,27.87
Dubai,25.2048,55.2708,2024-11-24,27.34
Dubai,25.2048,55.2708,2024-11-25,27.13
Dubai,25.2048,55.2708,2024-11-26,26.99
Dubai,25.2048,55.2708,2024-11-27,27.44
Dubai,25.2048,55.2708,2024-11-28,27.04
Dubai,25.2048,55.2708,2024-11-29,25.63
Dubai,25.2048,55.2708,2024-11-30,24.47
Dubai,25.2048,55.2708,2024-12-01,23.92
Dubai,25.2048,55.2708,2024-12-02,23.84
Dubai,25.2048,55.2708,2024-12-03,24.13
Dubai,25.2048,55.2708,2024-12-04,23.92
Dubai,25.2048,55.2708,2024-12-05,24.32
Dubai,25.2048,55.2708,2024-12-06,25.34
Dubai,25.2048,55.2708,2024-12-07,25.79
Dubai,25.2048,55.2708,2024-12-08,25.05
Dubai,25.2048,55.2708,2024-12-09,23.78
Dubai,25.2048,55.2708,2024-12-10,24.43
Dubai,25.2048,55.2708,2024-12-11,24.16
Dubai,25.2048,55.2708,2024-12-12,23.43
Dubai,25.2048,55.2708,2024-12-13,23.19
Dubai,25.2048,55.2708,2024-12-14,23.14
Dubai,25.2048,55.2708,2024-12-15,22.54
Dubai,25.2048,55.2708,2024-12-16,22.3
Dubai,25.2048,55.2708,2024-12-17,22.39
Dubai,25.2048,55.2708,2024-12-18,22.11
Dubai,25.2048,55.2708,2024-12-19,21.97
Dubai,25.2048,55.2708,2024-12-20,21.94
Dubai,25.2048,55.2708,2024-12-21,21.37
Dubai,25.2048,55.2708,2024-12-22,21.13
Dubai,25.2048,55.2708,2024-12-23,21.33
Dubai,25.2048,55.2708,2024-12-24,22.07
Dubai,25.2048,55.2708,2024-12-25,22.38
Dubai,25.2048,55.2708,2024-12-26,22.35
Dubai,25.2048,55.2708,2024-12-27,22.28
Dubai,25.2048,55.2708,2024-12-28,21.85
Dubai,25.2048,55.2708,2024-12-29,23.14
Dubai,25.2048,55.2708,2024-12-30,22.7
Dubai,25.2048,55.2708,2024-12-31,22.55
Dubai,25.2048,55.2708,2025-01-01,21.83
Dubai,25.2048,55.2708,2025-01-02,20.99
Dubai,25.2048,55.2708,2025-01-03,19.74
Dubai,25.2048,55.2708,2025-01-04,19.82
Dubai,25.2048,55.2708,2025-01-05,19.82
Dubai,25.2048,55.2708,2025-01-06,20.31
Dubai,25.2048,55.2708,2025-01-07,20.25
Dubai,25.2048,55.2708,2025-01-08,20.04
Dubai,25.2048,55.2708,2025-01-09,20.67
Dubai,25.2048,55.2708,2025-01-10,21.38
Dubai,25.2048,55.2708,2025-01-11,21.32
Dubai,25.2048,55.2708,2025-01-12,20.64
Dubai,25.2048,55.2708,2025-01-13,21.61
Dubai,25.2048,55.2708,2025-01-14,20.46
Dubai,25.2048,55.2708,2025-01-15,21.16
Dubai,25.2048,55.2708,2025-01-16,21.32
Dubai,25.2048,55.2708,2025-01-17,19.96
Dubai,25.2048,55.2708,2025-01-18,20.19
Dubai,25.2048,55.2708,2025-01-19,19.84
Dubai,25.2048,55.2708,2025-01-20,19.48
Dubai,25.2048,55.2708,2025-01-21,20.1
Dubai,25.2048,55.2708,2025-01-22,20.6
Dubai,25.2048,55.2708,2025-01-23,19.53
Dubai,25.2048,55.2708,2025-01-24,19.3
Dubai,25.2048,55.2708,2025-01-25,19.92
Dubai,25.2048,55.2708,2025-01-26,20.84
Dubai,25.2048,55.2708,2025-01-27,21.13
Dubai,25.2048,55.2708,2025-01-28,21.48
Dubai,25.2048,55.2708,2025-01-29,20.61
Dubai,25.2048,55.2708,2025-01-30,20.64
Dubai,25.2048,55.2708,2025-01-31,20.0
Dubai,25.2048,55.2708,2025-02-01,20.57
Dubai,25.2048,55.2708,2025-02-02,19.89
Dubai,25.2048,55.2708,2025-02-03,19.53
Dubai,25.2048,55.2708,2025-02-04,19.39
Dubai,25.2048,55.2708,2025-02-05,19.49
Dubai,25.2048,55.2708,2025-02-06,21.14
Dubai,25.2048,55.2708,2025-02-07,21.95
Dubai,25.2048,55.2708,2025-02-08,21.23
Dubai,25.2048,55.2708,2025-02-09,20.26
Dubai,25.2048,55.2708,2025-02-10,19.42
Dubai,25.2048,55.2708,2025-02-11,20.73
Dubai,25.2048,55.2708,2025-02-12,23.09
Dubai,25.2048,55.2708,2025-02-13,23.94
Dubai,25.2048,55.2708,2025-02-14,23.21
Dubai,25.2048,55.2708,2025-02-15,22.14
Dubai,25.2048,55.2708,2025-02-16,22.49
Dubai,25.2048,55.2708,2025-02-17,24.53
Dubai,25.2048,55.2708,2025-02-18,22.98
Dubai,25.2048,55.2708,2025-02-19,22.09
Dubai,25.2048,55.2708,2025-02-20,22.69
Dubai,25.2048,55.2708,2025-02-21,23.65
Dubai,25.2048,55.2708,2025-02-22,23.04
Dubai,25.2048,55.2708,2025-02-23,25.65
Dubai,25.2048,55.2708,2025-02-24,23.22
Dubai,25.2048,55.2708,2025-02-25,21.05
Dubai,25.2048,55.2708,2025-02-26,19.79
Dubai,25.2048,55.2708,2025-02-27,20.07
Dubai,25.2048,55.2708,2025-02-28,20.21
Dubai,25.2048,55.2708,2025-03-01,20.03
Dubai,25.2048,55.2708,2025-03-02,20.58
Dubai,25.2048,55.2708,2025-03-03,20.24
Dubai,25.2048,55.2708,2025-03-04,22.36
Dubai,25.2048,55.2708,2025-03-05,23.82
Dubai,25.2048,55.2708,2025-03-06,23.94
Dubai,25.2048,55.2708,2025-03-07,26.11
Dubai,25.2048,55.2708,2025-03-08,26.07
Dubai,25.2048,55.2708,2025-03-09,25.12
Dubai,25.2048,55.2708,2025-03-10,24.99
Dubai,25.2048,55.2708,2025-03-11,27.48
Dubai,25.2048,55.2708,2025-03-12,25.26
Dubai,25.2048,55.2708,2025-03-13,23.35
Dubai,25.2048,55.2708,2025-03-14,22.57
Dubai,25.2048,55.2708,2025-03-15,23.75
Dubai,25.2048,55.2708,2025-03-16,24.88
Dubai,25.2048,55.2708,2025-03-17,23.48
Dubai,25.2048,55.2708,2025-03-18,23.27
Dubai,25.2048,55.2708,2025-03-19,23.42
Dubai,25.2048,55.2708,2025-03-20,25.22
Dubai,25.2048,55.2708,2025-03-21,28.08
Dubai,25.2048,55.2708,2025-03-22,27.18
Dubai,25.2048,55.2708,2025-03-23,26.01
Dubai,25.2048,55.2708,2025-03-24,23.55
Dubai,25.2048,55.2708,2025-03-25,21.49
Dubai,25.2048,55.2708,2025-03-26,21.87
Dubai,25.2048,55.2708,2025-03-27,23.02
Dubai,25.2048,55.2708,2025-03-28,24.47
Dubai,25.2048,55.2708,2025-03-29,25.0
Dubai,25.2048,55.2708,2025-03-30,26.11
Dubai,25.2048,55.2708,2025-03-31,27.51
Dubai,25.2048,55.2708,2025-04-01,26.58
Dubai,25.2048,55.2708,2025-04-02,26.22
Dubai,25.2048,55.2708,2025-04-03,27.68
Dubai,25.2048,55.2708,2025-04-04,29.86
Dubai,25.2048,55.2708,2025-04-05,29.66
Dubai,25.2048,55.2708,2025-04-06,29.52
Dubai,25.2048,55.2708,2025-04-07,28.88
Dubai,25.2048,55.2708,2025-04-08,27.66
Dubai,25.2048,55.2708,2025-04-09,26.77
Dubai,25.2048,55.2708,2025-04-10,26.61
Dubai,25.2048,55.2708,2025-04-11,28.3
Dubai,25.2048,55.2708,2025-04-12,30.28
Dubai,25.2048,55.2708,2025-04-13,30.64
Dubai,25.2048,55.2708,2025-04-14,30.21
Dubai,25.2048,55.2708,2025-04-15,29.66
Dubai,25.2048,55.2708,2025-04-16,28.09
Dubai,25.2048,55.2708,2025-04-17,26.75
Dubai,25.2048,55.2708,2025-04-18,25.73
Dubai,25.2048,55.2708,2025-04-19,25.78
Dubai,25.2048,55.2708,2025-04-20,25.92
Dubai,25.2048,55.2708,2025-04-21,27.28
Dubai,25.2048,55.2708,2025-04-22,28.79
Dubai,25.2048,55.2708,2025-04-23,29.91
Dubai,25.2048,55.2708,2025-04-24,27.93
Dubai,25.2048,55.2708,2025-04-25,29.15
Dubai,25.2048,55.2708,2025-04-26,32.36
Dubai,25.2048,55.2708,2025-04-27,32.96
Dubai,25.2048,55.2708,2025-04-28,32.05
Dubai,25.2048,55.2708,2025-04-29,31.32
Dubai,25.2048,55.2708,2025-04-30,31.62
Dubai,25.2048,55.2708,2025-05-01,31.04
Dubai,25.2048,55.2708,2025-05-02,30.98
Dubai,25.2048,55.2708,2025-05-03,31.31
Dubai,25.2048,55.2708,2025-05-04,31.92
Dubai,25.2048,55.2708,2025-05-05,32.11
Dubai,25.2048,55.2708,2025-05-06,31.1
Dubai,25.2048,55.2708,2025-05-07,29.1
Dubai,25.2048,55.2708,2025-05-08,28.4
Dubai,25.2048,55.2708,2025-05-09,28.32
Dubai,25.2048,55.2708,2025-05-10,28.89
Dubai,25.2048,55.2708,2025-05-11,30.59
Dubai,25.2048,55.2708,2025-05-12,31.95
Dubai,25.2048,55.2708,2025-05-13,32.92
Dubai,25.2048,55.2708,2025-05-14,32.95
Dubai,25.2048,55.2708,2025-05-15,31.82
Dubai,25.2048,55.2708,2025-05-16,30.8
Dubai,25.2048,55.2708,2025-05-17,30.43
Dubai,25.2048,55.2708,2025-05-18,30.08
Dubai,25.2048,55.2708,2025-05-19,30.42
Dubai,25.2048,55.2708,2025-05-20,31.54
Dubai,25.2048,55.2708,2025-05-21,32.18
Dubai,25.2048,55.2708,2025-05-22,33.22
Dubai,25.2048,55.2708,2025-05-23,33.96
Dubai,25.2048,55.2708,2025-05-24,34.0
Dubai,25.2048,55.2708,2025-05-25,33.61
Dubai,25.2048,55.2708,2025-05-26,33.42
Dubai,25.2048,55.2708,2025-05-27,32.19
Dubai,25.2048,55.2708,2025-05-28,31.45
Dubai,25.2048,55.2708,2025-05-29,32.75
Dubai,25.2048,55.2708,2025-05-30,32.9
Dubai,25.2048,55.2708,2025-05-31,32.41
Dubai,25.2048,55.2708,2025-06-01,31.67
Dubai,25.2048,55.2708,2025-06-02,32.19
Dubai,25.2048,55.2708,2025-06-03,31.56
Dubai,25.2048,55.2708,2025-06-04,31.27
Dubai,25.2048,55.2708,2025-06-05,31.11
Dubai,25.2048,55.2708,2025-06-06,30.96
Dubai,25.2048,55.2708,2025-06-07,31.07
Dubai,25.2048,55.2708,2025-06-08,32.14
Dubai,25.2048,55.2708,2025-06-09,33.51
Dubai,25.2048,55.2708,2025-06-10,34.56
Dubai,25.2048,55.2708,2025-06-11,34.78
Dubai,25.2048,55.2708,2025-06-12,34.25
Dubai,25.2048,55.2708,2025-06-13,33.78
Dubai,25.2048,55.2708,2025-06-14,33.9
Dubai,25.2048,55.2708,2025-06-15,33.41
Dubai,25.2048,55.2708,2025-06-16,35.01
Dubai,25.2048,55.2708,2025-06-17,34.56
Dubai,25.2048,55.2708,2025-06-18,33.31
Dubai,25.2048,55.2708,2025-06-19,33.33
